mtime,AB,AD,AG,AM,BJ,BR,CF,CK,CM,CV,CX,DE,EP,F,FI,FP,FR,GK,GR,HQ,HT,HV,IY,J,JQ,JS,KP,LT,LV,LY,MT,OT,QX,RY,SU
2021-11-05T03:40,6554209,7247305,6669377,8053947,8119175,7900112,7303674,7136271,8173540,7184323,6321573,7501004,7593987,8268822,8215813,7087637,6759269,6277913,8464695,7497986,6675905,7767076,6182730,9003812,7963174,7441976,5779214,6560783,5992718,6049039,8169833,7748328,6105595,7305905,4218577
2021-11-05T03:45,7136765,8765443,7884450,7604987,6999022,7866281,8283309,5722565,7404186,6712237,7764064,7587887,6778066,8807311,6808654,9016973,8387385,7878689,8119292,7471034,7915677,8886407,7299841,6711616,7237768,8269667,10363331,6224880,8996562,6652641,8189871,5720478,6678827,6702179,7807221
2021-11-05T03:50,7104267,7589194,7606868,7727717,6901511,7070934,7077975,6305409,7377469,7493143,7721940,7024842,5971356,7397998,7620702,6316309,9275793,8631646,5691955,6865455,6538648,8023837,6254329,7176619,6895474,7933582,7476140,7587786,6959642,6454178,9105229,8627970,8693787,9240633,7999755
2021-11-05T03:55,9435280,7643628,7482585,6476631,4944888,7464472,7385274,7011280,7049326,6987984,7310956,9063471,6063996,7394022,7105710,7076110,7158705,7950926,9327438,9821682,5365055,7088322,7141563,7899890,6644780,8697957,6929090,9188748,8357631,5752267,6788341,6234484,6829804,8616626,7338453
2021-11-05T04:00,6985727,7513903,6388954,7476769,6842230,6700261,7578800,8561328,6089313,8543284,7140732,5728692,7705176,7639557,7257617,6496866,8278527,6320909,7323834,8144740,6665063,7366619,8694874,8065912,6858134,5651754,6805055,6646772,7614742,5688940,8109346,8632621,5548589,10041318,7061964
2021-11-05T04:05,7113835,7692829,9245828,7738511,7429182,9332606,6943024,7214962,7399321,7413994,8958353,6360525,8599115,5302275,8745394,6090813,9313777,5974667,5789959,7126820,7180683,8404988,5866986,7737057,6726746,8642268,6915696,8571572,8361519,6022503,4147307,7308213,6802060,7117966,7982357
2021-11-05T04:10,7760680,7569527,7095201,7912118,5824430,8295630,7307841,5770986,7653508,6393045,8173276,5751271,6752834,9197466,8050865,6614852,7361707,7260880,7851343,8788506,6382475,7193746,7991673,7181156,8350653,5604974,7997408,9078741,8574807,6078023,7739330,8566738,6903117,7853682,9212754
2021-11-05T04:15,7162465,6538845,7038933,7856779,7629419,7460716,6975728,8160742,9550945,9524023,9131850,8570010,7306677,5957253,7480210,6657912,6016590,6869655,7892023,6550323,7718515,7332913,8560984,7529761,7037669,6716033,7313719,7253384,6777746,8723919,7438768,6409711,6107641,7087959,6139534
2021-11-05T04:20,6523809,7079440,7618359,5251883,8075414,9142673,7765113,8227191,9660983,5925041,6136475,9647012,8916852,8501164,7800412,9911782,6297605,6892933,8216079,7160711,7376672,8018342,7819976,7826859,7518685,6465282,6740709,9051694,7600249,7346216,7362278,7666586,7975650,6726985,6669417
2021-11-05T04:25,6018400,10694190,5710210,6140880,7445655,6879306,6752446,9385842,5133995,6853473,6658546,6800164,8385256,8759424,7973362,6938760,7870631,5661454,6455667,6899187,7142083,8334007,7297349,7086201,7840034,7818728,7158225,5006729,6779666,7612764,7664831,8267266,8057582,8117975,8344859
2021-11-05T04:30,6388540,8214547,7238418,6536448,6781597,7136553,6881410,5317966,6108442,5981388,7153356,5195814,4698121,7974481,7321656,7129495,7217785,8579990,8605950,8044044,7091981,7045889,6967438,7334417,7926669,8199560,6310938,7692615,6357661,6306172,7100019,7291991,6129612,7145829,7478704
2021-11-05T04:35,8094271,7832558,6253234,6310468,6166505,10490075,4927174,8708261,7122396,7466609,6350261,6750590,6109720,8704343,9246339,7508684,7987327,5317036,7099829,7446072,7509708,8091474,5931087,9189232,6192881,8306765,4267435,7671098,7479618,7770585,5722678,6391234,8363374,6887674,7709606
2021-11-05T04:40,6073215,7475617,5738970,6308386,7706796,7044445,9296837,7650344,7236430,6630873,6759201,9020868,9110414,7065771,7770187,6230313,5056250,6469765,6035887,8900337,8778174,8548252,6881459,7577529,5732603,8208196,8606149,8443792,9218974,7754678,8876375,6524069,7831469,7664441,7280635
2021-11-05T04:45,9636239,7305180,5997748,7490126,5639448,7614877,7986323,6644850,6485155,7167200,8222635,10622566,8157622,8725673,7807674,7029356,6982033,7278538,8238623,6807412,6569496,7559768,7518690,7217790,9413765,6798846,7989798,8197440,6837750,8392379,8012077,8041097,7060453,7355274,6190427
2021-11-05T04:50,6670347,8275713,7703377,6960448,6673516,6328671,8064479,6843613,7120268,4860099,8179559,8932888,8704977,9108789,7375940,6908747,8560913,6289372,6343000,6113966,5549143,9234629,7592046,9034540,8243248,7142337,8627098,6819550,7342425,7583637,6158527,5547885,7047368,6513024,7377781
2021-11-05T04:55,4738550,7139497,5982965,8581659,8142781,6230729,8947713,7821466,7347351,7311491,6308677,7030556,7283659,5816305,6968315,6529372,6810921,8130921,9980911,6768234,6841724,8016158,7972804,6403033,7252749,6585386,8677166,9522922,4430553,8551110,8082168,7580950,8526908,6412773,8194629
2021-11-05T05:00,9013276,7352635,8742909,7288608,7138960,8837198,7125403,5327494,6693498,7547915,7310367,7629512,6954775,6923920,5600758,8621217,7969780,7460659,7344229,8314858,7547342,7441475,6800356,7946497,7421956,6372217,8814917,8203452,4854473,8793776,6689506,7247068,7168409,9559065,8287239
2021-11-05T05:05,7761598,6782638,7612838,5931981,7513074,6642612,7919232,8469182,6926297,7328634,9710647,8808748,7175208,7253281,7198559,7174286,7387008,6150667,7338336,7029378,7958441,7961154,6153251,9432686,7689375,8585262,6937223,6497790,8214201,6325545,6100240,5683587,7000084,5530076,6952609
2021-11-05T05:10,5649353,5428202,7508889,8811296,7067057,8272166,7830251,5036981,8165067,6659425,7804698,8172447,8538292,7531419,6512163,8527485,8777464,7561052,8459894,6272265,7222001,6711151,8273527,5880552,7353382,6761464,4942494,7388443,7651985,7805803,7523466,7394762,8464832,6966453,8642581
2021-11-05T05:15,7365935,6889872,7078182,5303158,7796908,7056143,7995035,6436817,6980873,6693850,7951307,6945326,8797193,8051464,7542326,7224622,8367436,7031672,7918423,6870907,8027135,6653401,9326751,7819526,6124862,7242629,7325073,5972589,7772979,8854800,6195111,7768980,6935983,7628007,8639553
2021-11-05T05:20,6954064,6011136,7308472,9109299,6701948,7582325,5880995,4956371,8930464,6750677,7164765,8252582,8200243,5563435,6840920,7758166,6627201,7989829,9019357,7472639,5330185,7646086,6254203,6537849,7523537,6468822,8240306,5255122,8509126,7417000,7472098,6655348,7642015,6875157,7806904
2021-11-05T05:25,8113393,5820466,7008896,5809291,7081250,8717883,6415606,8020828,7292022,8463203,7301519,8018726,8175602,6219048,7543732,8958620,7333202,7860602,6655019,6916863,6590678,10686054,10615638,5609789,7121002,8337831,7902174,7483308,6045020,8185165,7637994,8192303,5830711,5674322,5426441
2021-11-05T05:30,6703583,8731779,6828041,6876631,9058288,8022221,9489976,7027958,6630224,7126998,7651855,7193448,9273502,7584702,7668722,6465002,7382082,8657999,7179417,6807162,6434601,7546574,8590299,7376870,6769760,6049116,8141910,6515928,5379741,9772975,5603801,9564727,5444587,7842484,5798288
2021-11-05T05:35,7958936,8100374,6228063,7625132,8243888,5183315,8124506,7045264,6245627,6020597,7965174,5653132,8305708,7691505,8736889,7780198,7269990,7796091,6796251,8487071,5937965,7506712,7224362,9319272,6968394,7676465,6742605,7949796,6683589,7105110,6951383,6014336,7725342,7983017,6500370
2021-11-05T05:40,6645333,8360318,6938032,10112327,6961746,7355279,8580045,6112613,4910292,9352526,6633031,5985891,6880995,6832407,5702678,8615563,5205780,9365933,7109878,6461781,6013435,5824362,6987437,6969385,6729540,7816374,5995157,5735720,6729196,7413677,8288677,7869329,6319657,7389790,7521932
2021-11-05T05:45,7362023,7145697,6319841,6914000,9268844,7666560,8403306,8791797,7217816,6923234,9414323,6157757,5527425,6876321,7085992,6207557,6015403,6048759,5767421,6011781,7385982,8096302,8012870,8878207,7464522,5774221,6837226,6324971,7121863,7659862,8000173,6797990,9026462,7597263,5203411
2021-11-05T05:50,8759171,7494798,8036845,7434511,6545952,5536433,6124996,6645661,6756590,6723921,7554092,8554143,6984988,6185792,6853051,7289622,6508984,7032327,7955373,8008443,6594792,6023628,7195641,7323403,7218898,7556256,5474549,6229876,7688578,7228822,6670933,7765176,8481456,7050623,7615947
2021-11-05T05:55,6921733,7712375,7576157,8955591,7298612,7760291,6280588,6845584,9161102,5845691,9440654,7480459,8500160,7317905,9437892,6432783,6821088,7282384,7338740,7463501,7863819,8666652,9374605,7625910,7420469,7638502,5015901,7554130,7998359,7226799,7779866,6153939,6412006,7204951,9092130
2021-11-05T06:00,6864167,7407719,7622239,8918990,8433220,7996767,7084480,8233264,8814619,7391747,8835976,5705931,8528649,6508772,7449856,7441381,6555197,6488175,8007095,6718444,6942202,7244635,7145748,5617545,5783195,7148495,6579791,6449189,6782932,7155529,6021195,7886637,6683925,8206274,10060127
2021-11-05T06:05,7330345,7452369,6479872,7758827,6266018,7340926,6648004,8135603,7736099,9265074,8007874,8075319,6707875,6933282,5724546,6879481,7756748,7355806,5875753,5629924,7822883,5887190,6438478,8098794,5471474,7598716,6919376,8021709,5697596,8932881,7465628,6674918,6216107,8259789,7813673
2021-11-05T06:10,7506696,6920790,6090204,8175328,7702784,5025507,6733884,7496718,8709117,7122575,4949449,8232862,7064567,7607518,7056321,6790298,7878690,6811036,6200705,5734862,6699570,6761369,6804740,7374258,8406776,7622283,6536216,6505931,6976040,6772658,8117141,7656935,7878688,5268776,9231403
2021-11-05T06:15,7781645,6385412,7290195,6553101,6205616,7738706,7292109,8164497,5076378,6424000,6037876,7664935,6282878,6486439,8076190,7644589,6353161,7662834,8233083,8000440,7706920,7163051,8972213,5404120,9015196,8217828,7962217,8259009,8487810,5586990,6375466,6800275,7875195,9009617,7357583
2021-11-05T06:20,7220795,6706614,6843010,8788377,8236005,8675116,5663663,6329870,7664160,6690057,7935435,6088861,6491784,8010629,8242909,9637720,8584421,6635272,8570132,7067175,6469187,5798210,6932035,7759566,6001458,5750760,5938337,7751408,7850892,7546596,6547106,6405809,7431412,7020632,5290760
2021-11-05T06:25,6589374,6405304,7737923,9043620,6639773,6762810,6815737,8662597,8645683,6319806,8112290,7743946,7922518,6097750,6755532,8254424,6988700,7730184,7049044,6838886,7950917,6332546,6413164,5886021,7453593,7390227,8863231,7774798,7587042,8637564,6115865,8428541,7070853,6085028,7243255
2021-11-05T06:30,6281855,9028087,5552228,8177985,7235929,6417987,7797786,6861708,7926141,6705043,7014126,10253190,6958317,7879414,8564916,6357536,6054553,6669531,6708362,6875822,9428666,8614825,8166732,7860211,6359332,5187007,6006479,7818525,6375517,8173537,9154434,8382529,7761813,7963410,6997114
2021-11-05T06:35,6860186,10419055,7260460,9159738,6055926,6728922,7790541,5141329,7328257,6828724,6686942,7851126,6386162,7657248,6885089,7362766,7075477,9410539,7902009,6068669,8477305,7951688,8164591,8333899,6785137,6280552,8022318,8124539,6272334,9509733,6824995,10605615,7200551,7679402,8442900
2021-11-05T06:40,6756619,7348290,7235578,6710372,8810809,6608627,7531043,7759722,8085676,7596053,9629631,6378541,8279317,5512750,7172601,6015636,7703850,7126922,5853126,7575929,5607488,7874547,6687785,8085617,6405260,8412590,8520728,7591521,7617225,7402162,8702240,7644517,6870020,5049363,5530404
2021-11-05T06:45,6500619,7285581,8224577,7431781,8536211,8202400,6209522,9527132,8821637,7135025,7538449,7046711,8407925,8500281,7522928,5396096,7901484,6082944,8888892,8757409,6933176,6543359,7513720,7495982,7539622,8395998,8020533,7841533,6258376,6814464,7184574,7134851,7205802,8138839,7220330
2021-11-05T06:50,7308361,7554225,9505098,8782250,6158992,6756799,8104655,6912919,6710773,8368378,9363017,7369788,5788029,6932646,6581494,5896338,5999795,6122029,6574607,8781056,7124728,7458018,7799578,6958997,7394793,7805555,6718769,6175690,6221386,7904857,7804625,8037071,5827826,8904114,7007984
2021-11-05T06:55,8456389,8015655,7571530,7755494,9414401,5345980,6196090,7597215,8758058,6732944,6099206,7767018,5494275,8098971,5884689,6161710,8570303,7941827,6809256,8224103,7504821,9248249,6948117,7406179,6629742,6041245,5800716,6045197,7660511,7674828,8845174,8202395,6466892,7336923,6694024
2021-11-05T07:00,6719670,7949987,7553989,6804281,6277322,6550006,8083479,8293147,8200719,8461224,6535229,7561511,4173394,5649055,8069386,8714327,6357983,8210756,7260642,7551462,6751019,6310453,5734567,6636325,8963340,7433180,6919847,6630720,8089842,7936764,6551519,7907818,8022361,7392112,8278308
2021-11-05T07:05,7302849,7746836,5672925,7041780,7327749,7221306,6425613,8396197,6455606,7531182,6133021,5585461,7203740,8312875,8066287,8876128,6447627,7809402,7017695,6400478,7598221,7933675,6657428,8454541,5790141,8369217,7082872,8706226,8152079,8129720,6766688,9733214,6544153,6804490,6610398
2021-11-05T07:10,6190054,7515730,7323311,7049150,6709792,7026757,6972907,7134328,6668750,6566192,6776108,8755806,7237701,7874649,7634209,6588919,7459831,8521698,8146146,5826463,7264126,5945068,6759849,8419375,6346293,6513713,5809508,7390699,6936986,8013503,8142394,8466967,6936994,7414630,6762585
2021-11-05T07:15,7847533,7223006,6867884,6341710,9717756,5647740,5201494,7361677,6084997,7221490,5583588,8239388,7983180,7630368,7016866,5852428,8777413,6787419,7774962,9299353,7516528,5908237,8232270,7794636,8329088,7008554,6651762,7153774,8186041,7227440,7120088,7285810,7757549,7908528,6967902
2021-11-05T07:20,7436051,6779509,6958546,8509088,5256582,8124454,6350865,6835519,7413772,9770517,8504404,6831209,7230689,7921474,8517752,6411250,7753394,7864463,7832813,8251843,8225928,6656051,6572872,8270058,7499037,7010982,6985501,7452953,6479665,7063419,7079381,7943061,7760405,8382921,7695331
2021-11-05T07:25,7504035,7462546,8073451,7717736,6000859,8824816,6345529,9363302,8297896,7002595,6451785,9134422,8184062,7773950,5125618,7132358,7020081,7191540,5994087,7289989,7252869,6611689,7377043,7561632,7230189,7905389,8576501,8595151,7132381,5787888,8019901,7585322,7679413,7248704,8617710
2021-11-05T07:30,5603895,6727143,5213677,7186091,7894841,7487220,5825587,7976855,6625789,8472404,8444074,6992286,8697392,6944022,7791634,6985358,7484112,7501213,8674018,7031398,7527019,7820619,6576052,7125972,7212618,7922150,8096452,7785932,6979197,9811429,5192515,7341687,9101881,6229511,8166160
2021-11-05T07:35,6062533,6943464,7346673,8143937,6642831,8147244,6925657,7080035,8059695,9018837,8036532,8470360,7315414,8419788,7404651,7564884,8428121,7411532,7480730,6630456,7943608,5491249,7675534,6290950,6414609,5997077,7595962,7944159,8020414,7640275,8121490,7615472,6461823,6633002,6829548
2021-11-05T07:40,7554231,8647580,5835598,7637328,7998386,8216346,7375011,6509088,4749416,7447814,8005357,7367980,7685465,7938938,7072310,8428860,8955320,7178095,7160741,7032038,6929758,7695777,7751893,8285322,7064880,8395613,7100026,9924777,8580272,5989987,5615691,7453904,9249698,7592828,6864160
2021-11-05T07:45,7572417,8089036,6732018,8465036,6840760,8404047,5715376,6970237,7691861,6596040,6918139,7044888,4419936,6388338,7729692,6787799,5995773,5691958,7407264,8102454,7289896,6611068,8535205,6797737,7680909,9119983,5712722,6247687,6078994,7181789,7273758,7293939,6312246,7722747,6904977
2021-11-05T07:50,7941802,6002509,7660960,8271666,6121666,6882320,5852277,6247193,5801609,5715075,7694757,10441624,7702424,7580394,9663124,7628143,9211347,8416896,4575594,6122654,8554254,8600189,7222232,7070043,7014859,8791735,8185281,6595166,10001497,5943201,6951416,6927500,8755169,7873183,6425467
2021-11-05T07:55,7989107,5705695,8558520,7183265,7760183,9730916,8763245,6513603,9360023,8094819,8367824,6416963,6955967,6121609,6621131,7863884,6652781,7938351,6215140,8246123,8241403,9113226,6910041,6900023,6662621,10270651,6907272,5824128,7700427,6309299,6840556,6732576,6445261,6814236,6462908
2021-11-05T08:00,7523355,7559848,5913560,7554426,7904428,8368735,8895446,7802926,6735055,9310717,6087362,7187688,6993589,9102818,7665868,8902449,7402026,7500500,5765621,8255529,7263749,6599131,7798417,8375390,8602251,8678269,7242524,6139294,6943473,7103267,7716128,8081225,8895396,6506943,8048039
2021-11-05T08:05,5963666,7047629,6088806,8656047,7968784,7525267,6105164,8271313,8236927,7953000,9587072,7876949,6440036,7404216,7309228,6474928,8009259,8403943,5429546,9263015,7841500,7365304,7040255,6653774,5596415,6022145,6449516,7336355,6673635,7776439,6910575,8327314,7717055,8354057,7479879
2021-11-05T08:10,8677399,6961301,8847485,8020205,8272099,6139462,6900165,5912501,6801868,10050490,8015452,8357431,6668087,6759848,7179300,7344209,9295147,7152359,9176850,6471740,9037926,5776136,6544096,6391620,8390722,6251284,8261929,7479093,8252561,9770138,8605640,7847672,7381631,6654486,6712749
2021-11-05T08:15,11038185,8799981,7090408,9150788,5945606,5979790,7062352,7356337,6341021,6240725,8475179,9544996,6246890,7279442,8001962,5631827,8019919,6283040,6789511,7822537,9022721,7660181,6868849,7928531,6442209,6394178,6371396,5308203,8350016,6155113,7564025,6477150,6326283,6312846,5983378
2021-11-05T08:20,7776097,7937615,5898872,6979117,6214254,6478376,6982870,7214050,7387468,7881803,8746568,5753315,8664306,7177356,6489948,8153249,6516272,5958966,5054906,7252551,6269301,6358588,8964261,7680164,7414926,7155555,8675753,7893912,5688161,7556770,8012049,7152587,5753635,8011351,5922869
2021-11-05T08:25,8106472,7443024,8644969,6688959,5946679,6979483,8201007,9503093,5197177,6892321,7083094,9716480,5996185,6384919,7229548,7787066,5551496,6927447,7605752,7120876,8438515,7341077,6882783,8041808,5937238,8214111,6707839,7236127,7496053,7307567,8149723,6525234,9565386,6418458,6381945
2021-11-05T08:30,9354432,7763256,9305692,7558092,6303393,7177160,8220338,8953526,7851901,8288497,6325385,9052714,7200654,7050559,6152524,7757672,7928932,9752824,6865271,6031331,8248211,7262050,5397807,8750422,8352543,6725615,7426460,7234340,9873800,7616968,7882218,7832896,6196603,7891149,7282608
2021-11-05T08:35,4676522,9946671,6982281,6084274,7336661,7139199,6773104,7631782,7245357,7355537,7702740,8050307,5954995,5512169,9250861,7307609,7411027,8088691,7555543,8641687,6846049,6599880,6911293,7653958,7842076,9253221,8774441,8209721,7313214,8478164,6618350,8116543,5289053,4872168,8300421
2021-11-05T08:40,5884373,8207790,5540225,8569465,8543740,7253740,7510847,6560011,7276614,5921220,7328760,6061341,7820489,6638242,6945294,8305081,7806205,6602205,8091380,7533194,6924465,8104079,5770771,6690258,5415381,6624772,6992847,6791476,7158585,7573359,8068078,8289604,6898080,7373191,7371486
2021-11-05T08:45,7282244,7057871,6393308,7942170,6735135,6657411,5884398,6805565,8074855,6720210,9182224,8325741,6965954,6163043,7600740,7326238,7277948,7752710,7082287,6793842,7011671,6370896,5115870,8027485,5745794,5871303,7381043,7635144,7302829,6615564,6407939,8491856,7321839,7586915,7717583
2021-11-05T08:50,6897765,8888507,6285474,7918658,7732633,6973327,6030432,7241280,7324813,9781281,6503297,8142905,6754587,6832369,9594683,6984205,7797575,5701114,7667782,8045142,6962351,6718789,8180093,7512654,8846550,8917405,8055605,6238520,9466346,6970208,6551379,7515381,6991156,8112605,6620170
2021-11-05T08:55,7121743,6428836,7193657,8007694,5994792,7691171,7149956,7113773,7106566,6208799,8895170,6713616,6997275,8345208,7070740,7417378,9190784,6618832,8819382,7169152,6670570,8282225,5943821,7182003,5786359,8142261,5426289,6912804,8598279,6777252,8053576,6170953,7599461,6653854,7704709
2021-11-05T09:00,8707196,5866533,6887094,5936910,7432727,6636316,7723163,6888858,7552052,7721788,8667958,7503912,7186496,6180742,6664827,8111147,8181867,7177895,6583339,8502790,9088917,8018933,6339458,5857031,7740420,8792447,8261964,7622768,6697998,7684096,8440177,6804341,7400063,6941580,5713133
2021-11-05T09:05,7637349,7849555,8243926,7711210,8766323,7252447,7523917,7008155,6546367,9964429,7072899,6208315,6022633,7288551,7694270,7882871,6939625,6938331,6595749,6901352,5398160,5998395,6207122,7106418,8843838,6325108,6301488,7179295,8191617,6282170,5672496,9440945,7794560,6921130,9487929
2021-11-05T09:10,7731264,6807218,7892736,5953652,7100466,5980985,5043584,6877374,7715931,5901633,6757998,7269859,8009584,8145313,6544153,7881608,8381941,7422021,7838414,7953947,7204234,5844956,6611220,9105795,5571116,6487436,7108840,8970636,8088983,5502121,7050383,6771158,7237625,7830383,6512981
2021-11-05T09:15,7458560,6532467,4556883,7111793,6801974,6351032,7620735,6969128,7005194,6168548,7876397,7596722,8418979,7881053,7252333,8361390,7513560,7410165,10005693,6105618,7305433,7893380,8586838,7265429,7681922,6919368,6014068,5979278,7011470,8369029,5771491,7781012,8095024,7711286,7293198
2021-11-05T09:20,6160531,7415812,10150428,8107053,8613376,5332926,9356756,9317403,6723400,7635758,9006703,7437876,6541717,8851421,8474235,7180972,7113961,8574175,6722748,8941029,9202650,5772070,8281820,8107302,6905601,7522676,6348142,7874270,7047199,6238800,5922334,8219849,7682132,5691158,8546539
2021-11-05T09:25,6239232,8466052,7804257,7506683,7581083,7710021,7286972,7547885,7834662,8040120,9961880,5287556,6896087,8509960,9193038,7672578,6596461,5991179,8501028,9073492,7288330,7978680,8110731,7581338,7987172,6131183,6937263,7910937,6001471,7423989,7336591,6429617,6496911,6572806,8200044
2021-11-05T09:30,8265798,7666126,7372000,7493830,7167632,8170645,5607450,6456047,7199548,8480096,6412323,7261494,7508979,5547555,7179835,6559251,7242551,8479387,6422886,7022203,8284048,8543755,6988082,7566008,6489815,6862805,7700797,7099766,6378232,6918712,9657107,6798962,8661370,7980378,7575763
2021-11-05T09:35,7987352,8886998,6650106,6453327,7293598,6517048,6845748,7842474,7340140,8057839,8174739,7283679,6808174,7101371,9560046,7521883,6420011,7600504,5020471,6986563,7311779,6461916,7105282,6389750,6918691,7802319,10359432,7168016,6987409,7301404,8083597,7833258,6603083,9533772,8052203
2021-11-05T09:40,6530347,6898867,7286422,6178051,7088341,7767964,6707827,7680245,6439486,9687503,8942836,5822635,8579378,9404688,7452865,6537307,7935568,7165658,6848583,6236717,8373315,6250484,5924683,6390938,6595260,6802233,7952197,6642271,8415677,5979029,8354687,8273696,6762746,8617289,8326197
2021-11-05T09:45,6323173,6145131,6985573,8076039,6655592,6813087,8337705,7512003,7024763,6114413,6728650,7931354,9664633,7222822,6925606,7497625,7630179,7954235,5118061,7585746,8127760,8193266,8172464,7371608,6581896,7418200,8171852,5980126,8376465,7609195,7384859,6320069,7838033,7179000,6189054
2021-11-05T09:50,6342517,8317343,8257157,6347267,10563648,8106157,7354893,8145846,7911659,7675014,6863125,6754444,6872892,6951060,7413512,6845574,5786257,7179396,6837163,7098446,7359326,6804020,7252754,6844778,6873041,8409923,6238349,6546819,8016724,7107039,5439473,8128731,8033601,7841589,9157945
2021-11-05T09:55,5631649,7607756,8079458,6538239,5901135,7468755,7225347,7628836,7357030,9871358,6757752,8643661,7511650,6992520,6638651,5916730,7519509,7026798,8007216,5989213,6532389,7535844,5765414,8349172,5941061,8885760,5055689,7468643,8361505,7660723,6642802,6752502,6556018,6611007,6221942
2021-11-05T10:00,7338946,6883691,8363293,7928500,6627916,5160923,8235033,9121950,7689413,7112529,9968052,9622395,7901819,7270983,9118112,8120099,5576328,5145892,6793485,7239378,8486111,8706381,5500010,8598895,6599354,7094918,7384483,9364763,6979808,4585687,8296167,8345636,6682870,8752506,7511775
2021-11-05T10:05,8087760,7374407,9691611,7003435,5048437,8675797,7520775,7666995,8289483,6423802,7007849,7384086,6828310,8895388,7946233,7076729,5204825,6497756,7351533,6656478,7942795,7387503,5471869,8618809,7252286,6481755,7698030,6314777,7399248,7242180,7634329,8644889,7804222,6576225,6655080
2021-11-05T10:10,6701853,9029873,8311926,6022935,6855643,7191624,7261208,7188245,7186394,8476511,7800714,5806070,7627594,6754070,8942087,7223512,7894953,6556134,8177775,7347370,6763225,7302430,6871534,6578924,5153072,4983718,6878978,7334613,7547481,8735992,5484640,6684931,6066303,7418555,9305693
2021-11-05T10:15,6888531,6633907,6259660,7786716,8065575,7401551,6680674,8370317,7231424,7403923,5522141,5691016,6938955,7509643,7056394,7575534,5974017,7394948,7586298,6947110,8422758,6772824,7873290,6364850,9253844,7635407,5569333,8008159,6574552,7960182,7555079,7179254,6781499,6692250,8914966
2021-11-05T10:20,6400412,6465860,9025852,6950400,6504889,8320756,8776069,8901105,6735144,8550263,6275694,7028885,5398369,5749862,7976331,5980097,7639064,7065754,7268343,9546378,6870756,8201801,6423389,8171866,7618741,5501998,7478126,6955521,5121987,6669945,6263047,6485728,9150934,6321876,6304811
2021-11-05T10:25,6974190,8524664,5226904,5984214,5607744,7411513,7139918,6296897,6780858,6221326,8641691,7254449,5155831,8954044,7043728,5883780,10267029,8473083,7049897,7353821,6100159,4711922,8000478,7531884,6895627,6158845,9002052,7385196,7603179,8000628,7744078,9346096,7196081,6919630,7173213
2021-11-05T10:30,5762835,7180826,6238201,6783265,5768881,7857823,7175840,6645076,7304279,6523708,6120544,6180335,7308424,7549140,7004623,9099093,6475512,7937312,7174206,7321737,7237769,7950367,7698674,10360092,9052801,7945362,7039737,6905123,7209367,8219762,7929184,5781951,7783323,7149445,6732290
2021-11-05T10:35,6564921,9322291,6414884,7211780,6240967,5888344,8360596,7068151,6278822,8283212,9832857,5518453,8602669,7587301,7671439,6086780,8252644,6622683,7633778,8187728,8488930,6649318,7482651,7196259,7206111,7171806,5373914,7893195,7011066,6499770,7289180,6904994,6799204,8336556,7936784
2021-11-05T10:40,6658210,6694228,6333669,8226026,6310065,6819957,6792567,6303515,7929825,7620735,8333416,8014541,5408338,8139750,6066832,7574011,7547385,6966363,7625156,6042837,6807545,5665491,6932299,6509835,8017231,7637742,5687437,8074971,7950342,6400169,6279628,7223375,8972882,8298202,6586685
2021-11-05T10:45,8063732,7425883,7554555,7715601,8858817,7309009,7819150,7980680,7956744,8764021,5500038,6913290,7416882,7134638,6778016,7366492,7109842,6701175,7068144,8325573,6510586,8053739,5939616,7114532,5531289,8861656,7739748,5832167,7787664,7522921,9289105,6385057,6584299,8114809,6592373
2021-11-05T10:50,5357782,8117717,8424125,7290031,5485115,7335253,9300970,6672057,7897078,7243559,6910302,7717511,6213794,8682556,7177873,8183903,7293277,6550184,5767524,7348612,5155659,8016978,5645986,8189045,7267133,6695895,6972484,9618315,7269044,6250356,5738874,6387945,6971973,8558886,8014303
2021-11-05T10:55,6677893,6008395,8370937,8812391,6032141,5486003,6669994,5021721,7960032,7477115,9311899,8121405,8711658,7459416,8603935,7437528,7336856,6674841,6843118,5802104,6843494,8805654,8349629,7920410,6989986,8730744,6656938,8257384,7236957,7740812,6216011,7992677,6114069,7594186,7205236
2021-11-05T11:00,8260768,6792860,7685709,7367384,8376756,6279800,6778331,7900255,8286720,7910035,8670282,6882824,8358515,6516843,6712593,5503785,7832606,8072413,5979084,7745371,6896925,9887656,8236813,6631132,8455069,6064145,7145815,6859235,5595298,6404316,7494435,8130923,6761120,7475323,7714485
2021-11-05T11:05,8302630,8459601,7158074,6946723,5528297,9141770,7015365,9169856,7998025,8067604,6949649,8517230,7638422,7264881,7945440,3690031,6831425,6591190,6323898,6591109,8465268,9100069,8009178,8843597,9556522,7342852,7797904,7628983,6200334,7620580,8475589,8286089,5808357,6910041,7107180
2021-11-05T11:10,6979985,6749337,7998109,6780234,7103705,8483848,7928682,8255361,7342660,8080393,6418094,5642817,7573462,7299448,7447676,7651382,7083463,6972857,7440182,8871860,6152795,7401818,6757447,6098230,9692685,6423614,6940967,6557414,6994539,7729245,6857902,7431184,7631572,5951151,7014846
